From "An accurate parameterization for scattering factors, electron densities and electrostatic potentials for neutral atoms that obey all physical constraints", Lobato I. and van Dyck D., Acta Cryst. 70:636-649, 2014
Z,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5
19,5.81107878601454000,-50.25370965394220000,48.86094120598420000,0.07406285920483820,0.00072780273862622,12.66914833990360000,3.95641039698166000,3.68385059577154000,0.10745851756956200,0.00665576789391501
20,21.17811615241590000,-339.04382431746800000,322.75695852329600000,0.06500776738969960,0.00065587436657859,6.39608619431736000,3.74024713891749000,3.64888449922605000,0.09450906345146730,0.00598520619883758
21,12.60351865721480000,-276.87538205370200000,268.87160390734200000,0.05568241788974580,0.00057707125514540,6.15625615363852000,3.08873554266679000,3.02727663298548000,0.08188747483752150,0.00538289832050797
22,8.57595775238129000,-210.33156346530400000,206.09717260154100000,0.04777739489772610,0.00050571648448032,6.00780668875581000,2.60285856745213000,2.55352345051105000,0.07114294840241530,0.00485628439383726
23,6.52768433234789000,-200.43057682917200000,198.01505388999400000,0.04139115180640050,0.00044745502432986,5.83552479352448000,2.23255952381127000,2.19786018594229000,0.06239738768285470,0.00440383649079958
24,3.02831784843691000,-95.53939330814320000,96.17615623521980000,0.03597773159579870,0.00039149289071842,8.35911504314631000,1.80263790264103000,1.77509488957047000,0.05481444121431130,0.00399828968916034
25,4.37417550633122000,-160.92551091877900000,160.27330806032200000,0.03123038610491620,0.00034696602102094,5.51031705504928000,1.68798216402433000,1.66614047777702000,0.04833703903212770,0.00364746960053068
26,3.79810090836859000,-91.68935493816870000,91.44542521554290000,0.02727543440276040,0.00030337985438377,5.31712645899433000,1.49713094884748000,1.46809241804410000,0.04272478501289540,0.00332791855231874
27,3.33037874467544000,-77.00175964729670000,77.07252217905160000,0.02399046690405690,0.00026825666552394,5.18135964579543000,1.32915122265139000,1.30284928963228000,0.03806454868263710,0.00305010007991570
28,2.96908078725286000,-75.74770691290400000,76.03982876253070000,0.02101621136929670,0.00023115175113515,5.04180949109380000,1.18275507921629000,1.16216545846629000,0.03374790878830350,0.00278680862070740
29,1.75207145212145000,-43.04105234921240000,44.07059155435730000,0.01868761540881440,0.00020172732479162,6.18750497986187000,1.00266263628976000,0.98538431135303000,0.03029847039161170,0.00255855598748879
30,2.46637110499459000,-61.46785413325370000,62.01769452374810000,0.01641601739314160,0.00017248711759538,4.91028078493815000,0.96789852032299200,0.95128383477535500,0.02696009676675660,0.00234109611046253
31,2.76010203108428000,-34.44526142074670000,35.22622672440160000,0.01320671969994190,0.00012594556092825,6.10128224537662000,0.76514331355346400,0.75132862338285900,0.02248796343172510,0.00206737374278712
32,3.18241635260000000,-52.45140378111660000,52.96908271622180000,0.01140961685918640,0.00009509543581451,5.01719040860914000,0.71239576443779800,0.70228019252819400,0.01967472956940150,0.00184146614494011
33,3.45642969119604000,-33.31760444317210000,33.57121938553320000,0.00979002295640342,0.00006534348622652,4.01358016032945000,0.66235577805062900,0.64577194105607300,0.01709193532310110,0.00160301602839420
34,3.64905047801926000,-43.68516622212380000,43.69202886011540000,0.00844902284199144,0.00003786114741100,3.25043267112593000,0.60966620165028900,0.59697130080212300,0.01485545127403620,0.00133625587356563
35,3.83846312224289000,-52.27234710112330000,51.98612794956590000,0.00733955989338044,0.00001646942079513,2.61189470573232000,0.56619506287471800,0.55527932669987300,0.01297464694324400,0.00102986536855875
36,4.02541030310827000,-46.30423320789290000,45.72136819041010000,0.00635337959625315,0.00000133477845256,2.13648381443740000,0.52659116645413100,0.51413678446457700,0.01128072422420060,0.00048808985794097
37,3.38975351595394000,2.14348348679172000,0.35432260351097800,0.00374009340085664,0.00000030034250234,20.57448143681710000,1.91079945218516000,0.19741058939660300,0.00813459465343988,0.00029268579105695
38,4.77092509299826000,1.47597850155283000,0.30445135554418800,0.00359474981916728,0.00000030008554923,13.36688813304120000,1.33738379577196000,0.17753236943778200,0.00779105033001826,0.00028225513964854
39,4.60721019875234000,1.42801851039840000,0.29558104557775300,0.00338997840852895,0.00000026686297497,10.86869055571510000,1.31137455873124000,0.16802287078471100,0.00735964545350478,0.00026234328102139
40,4.31175453406871000,1.49331578039339000,0.28123605012888400,0.00309337738455747,0.00000025802444851,9.45896580517490000,1.33063622845245000,0.15650687144445300,0.00682410523811735,0.00024981887911070
41,3.11179039113495000,2.20259060945803000,0.27033077491002000,0.00268799194751098,0.00000023254948335,10.69031413430230000,1.65316356158933000,0.14511518571896900,0.00613956351582850,0.00023224023593767
42,2.83105968432053000,2.34858137489674000,0.24510588842969600,0.00235282108218515,0.00000023127083834,10.43571957589500000,1.60482868674597000,0.13169693477460600,0.00554977901383345,0.00022274746376490
43,2.57179859323352000,2.45633741957203000,0.22065844088137100,0.00205531418012438,0.00000023213294779,10.16431171313770000,1.53441919244550000,0.11913861975411000,0.00501853240882988,0.00021459037912086
44,2.33230030353946000,2.53578025489049000,0.19820804213602600,0.00176120130460053,0.00000019812941155,9.92167460159959000,1.45585668808788000,0.10768218787334900,0.00447243545654967,0.00019657471623250
45,2.11352534859470000,2.58636316155013000,0.17706391386368600,0.00149737051003056,0.00000020548144556,9.65913725859762000,1.37106656934329000,0.09703530275846480,0.00397128509088792,0.00019135519073780
46,0.64215979618268700,2.97914814426328000,0.16815442600427000,0.00133744213878407,0.00000019141096825,5.97479750263406000,1.43359432541277000,0.09098684011726770,0.00362410137116162,0.00018068891441605
47,1.55317216680389000,2.63930364699988000,0.14201548695678800,0.00100850460099760,0.00000019463842997,8.15620235758956000,1.21600887481801000,0.07900988649158730,0.00296547901363949,0.00017459309591915
48,61.53078519928600000,-78.60167412015820000,21.55012926027700000,0.13768501566419100,0.00032464493094652,3.11468102533247000,2.76016983388574000,1.93551312324722000,0.07224683472602930,0.00117001629624684
49,4.22232177901524000,-26.41213183532020000,27.28528527087460000,0.12161790188413800,0.00030688354637153,6.07265510403227000,1.64550178959387000,1.52257074939506000,0.06565079146952250,0.00112093851473035
50,5.14222074642053000,-25.49454137625760000,25.74144875486010000,0.11177822759219900,0.00029364738473774,5.27272636474484000,1.53194959209148000,1.40257525040087000,0.06116853872630860,0.00107560815394522
51,6.24164031831883000,-93.38687244195520000,92.63328758298840000,0.10341269222129800,0.00028184842689439,4.26984108082687000,1.39407746140250000,1.35566854910434000,0.05726679496521990,0.00103307954282067
52,7.37743301813403000,-126.02510693162800000,124.12840500409500000,0.09599783718185690,0.00027107221639888,3.46917757783897000,1.29759810886736000,1.26771067646066000,0.05377717501794230,0.00099308457702918
53,9.64400666272123000,-122.92443535011200000,118.68256481656700000,0.08950259470255390,0.00026127612149048,2.72645545366544000,1.23723425850866000,1.20062036872249000,0.05066786822851990,0.00095543788338350
54,15.54517496748600000,-118.24102785674400000,108.00952496319700000,0.08362593419922210,0.00025199186242907,2.10637340865492000,1.20860376129512000,1.15395270567214000,0.04781893912748240,0.00091988625759261
55,4.28708739181692000,3.23250665422965000,0.67402953356170600,0.06189080833876970,0.00023561205295219,22.65878707985410000,2.23797386470064000,0.36899556866431600,0.04022665752984840,0.00088376189087804
56,6.24475187390461000,2.35172271416388000,0.47427937322225200,0.06381138742868490,0.00023465128056279,15.14313541909850000,1.45379000604814000,0.32083564638780100,0.04043545320946990,0.00085408113128003
57,6.09788179599509000,2.19495164736675000,0.54817279196002200,0.06166695732226620,0.00022680735586471,12.42885443158540000,1.50535992352023000,0.33373803971712400,0.03877445534999980,0.00082404988406487
58,5.79526879647240000,2.37022664107843000,0.47139875690111400,0.05743682605878660,0.00021897948925966,14.28010550582560000,1.35969015719134000,0.30201734966351400,0.03664367981470070,0.00079543452651837
59,5.60406255377525000,2.35796259561812000,0.47600109857288200,0.05441233743152470,0.00021141460220515,13.95174902305740000,1.31239754917439000,0.29493370119295600,0.03486015424623240,0.00076826168266181
60,5.42908391969770000,2.33687325360880000,0.48337355410488100,0.05146549645574790,0.00020377613286376,13.65036494276600000,1.26759841390319000,0.28861068157692900,0.03312918074466090,0.00074234848380127
61,5.26774445089444000,2.30855813326305000,0.49326547902601200,0.04863562797416960,0.00019630884232068,13.36020968273940000,1.22585856586941000,0.28291963212786600,0.03147353971271370,0.00071765802506962
62,5.12680428517077000,2.26925534008380000,0.50420930045330200,0.04569239924162220,0.00018867505049389,13.15815010261290000,1.18129508243337000,0.27710703821906200,0.02979576045495440,0.00069401109919910
63,4.97962359749809000,2.24183087455669000,0.51293396140289300,0.04298018484983340,0.00018138169248579,12.83926630780330000,1.14705446420486000,0.27038716093524300,0.02824187149526020,0.00067148660317399
64,5.07835830045611000,1.95744027181659000,0.59282598322137500,0.04195020341439250,0.00017524109152832,10.51327254690470000,1.11764941281524000,0.28438674183367500,0.02726633276413470,0.00065031086070730
65,4.71161636657300000,2.17261950786578000,0.53971760134286500,0.03797960045478110,0.00016692376356484,12.31094159485390000,1.08743796767492000,0.25980496550927500,0.02532899238951890,0.00062927856696191
66,4.59075504485146000,2.13572373036567000,0.55135556009415200,0.03560584067185130,0.00015982401685679,12.06567406233690000,1.05811737115864000,0.25399443891866100,0.02395087396496490,0.00060948274843329
67,4.48400110626710000,2.08904347078539000,0.56593261831610400,0.03327035902110630,0.00015244561028289,11.87492506915700000,1.02828493708789000,0.24890780790807600,0.02258440655321470,0.00059037444515942
68,4.37665140786963000,2.04645150383634000,0.58066286059158700,0.03123885283277660,0.00014537486966254,11.66530807171390000,1.00314769675495000,0.24415329268631200,0.02136185800007310,0.00057211033845477
69,4.28308318247419000,1.99538001453730000,0.59705357133250400,0.02909516688695590,0.00013806476903752,11.49619059566830000,0.97703910201882000,0.23942913297582900,0.02009122333272550,0.00055437713849227
70,4.19563840737123000,1.94333285978645000,0.61244661728546500,0.02715152076949320,0.00013059478735193,11.41077504566520000,0.94901192445487700,0.23495032653530400,0.01890515762809750,0.00053723364920971
71,4.35692593296384000,1.69589204777315000,0.66390452006847000,0.02630200187602810,0.00012549731849982,9.29434514718568000,0.91050004595742000,0.23874659591137600,0.01820985425464620,0.00052155937196356
72,4.33138405664923000,1.52764864728680000,0.73579592289123800,0.02495263232014020,0.00011874085258106,7.87684433810288000,0.94251564262774800,0.24169948003980600,0.01728998944485090,0.00050583463131353
73,4.19726001319642000,1.46854806774708000,0.78393124821108800,0.02324940948643950,0.00011126135860729,6.93674024894457000,1.01725276618348000,0.23894893971507000,0.01623324330753810,0.00049023900402115
74,3.97629715819077000,1.52292684257341000,0.79770624639056100,0.02136667415586850,0.00010307868938572,6.29685779228774000,1.11289951157691000,0.23105704067847300,0.01510135455672040,0.00047468247710503
75,3.75144381439811000,1.62768802977632000,0.78175675545427100,0.01951708039122910,0.00009431998042934,5.79754636082953000,1.18223631077710000,0.21991358602477000,0.01398104554814560,0.00045912712582984
76,3.48401517338711000,1.79377920416965000,0.74487835669192000,0.01754277851624340,0.00008448723515689,5.43998846080953000,1.22792134140128000,0.20620885699290900,0.01278994017211460,0.00044303222678748
77,1.59956578198844000,2.97534452194120000,0.69509267836688200,0.01487796274586880,0.00006905495791016,5.79244447385567000,1.55300982973226000,0.18862633593664800,0.01117634706624530,0.00042277236165555
78,2.04021563975728000,2.89922634624825000,0.63634408381579700,0.01320719195954080,0.00005673821925001,6.65819429609627000,1.41337923778932000,0.17400010450217900,0.01006878045302100,0.00040307710569222
79,1.67593467064870000,3.00486602969729000,0.59534001316163500,0.01171631866230940,0.00004296782976398,5.52231093211402000,1.38007223007196000,0.16222923765594500,0.00901814890416575,0.00037927766747767
80,2.23522850443105000,2.68276638651994000,0.55519492621243300,0.01072733543662580,0.00003284739920463,5.02030988960240000,1.23077590583777000,0.15224812299286300,0.00828399116906210,0.00035624193893176
81,2.80342737412510000,2.71882787966020000,0.52247591539199900,0.00984537836971042,0.00002345245265083,6.55876872804534000,1.16972422516667000,0.14355669180017800,0.00761976526230039,0.00032962767390299
82,3.60861020997771000,2.45056774737198000,0.47863950010725700,0.00887214235169215,0.00001040019329095,6.58162594621962000,1.02772852660588000,0.13353368063472000,0.00684861238948429,0.00027638887545667
83,4.24209901057315000,2.09994342055827000,0.43283663137992200,0.00802021570381059,0.00000072178503085,5.75280115536080000,0.87390148919546100,0.12359995618052400,0.00617600333058570,0.00014149517761723
84,4.63620095668962000,1.78063311426987000,0.40373044395273800,0.00768539554668674,0.00000008954159028,4.88825299780982000,0.75631052688007400,0.11730236445224900,0.00593034394242894,0.00007666686638730
85,4.96592250595070000,1.43815561507033000,0.37129920057929800,0.00747256428450201,0.00000011411528415,4.09129378787496000,0.62922899660255100,0.11109667869553500,0.00577235010347761,0.00008085118938794
86,5.30615614475033000,1.11733160236072000,0.31585872311085400,0.00720342242310210,0.00000010735533055,3.48800735481655000,0.48119074114977100,0.10187446794575300,0.00559245374417078,0.00007795066735407
87,4.52053399042336000,4.10695397909124000,0.71394687850372800,0.01692940276874530,0.00008574921291917,19.44822342329480000,1.89824673155996000,0.16955356359534100,0.01148195675489340,0.00034612203825798
88,6.52401072001873000,3.20787080745661000,0.54047877434963700,0.00878278806898853,0.00000691010602949,14.00925542989740000,1.32635035961665000,0.13140856838603600,0.00628647434520409,0.00022783998145895
89,6.89602853559619000,2.83514154536523000,0.50350688188881500,0.00802294510966706,0.00000009204009548,11.07638256703980000,1.17132616290503000,0.12349465139179900,0.00573515595790497,0.00007197075418025
90,7.09374900162630000,2.52912373903194000,0.48210781988888900,0.00771936674145111,0.00000007271141994,9.09473795165944000,1.06391667033161000,0.11861944662187700,0.00553945708895034,0.00006584947305285
91,6.43401324797284000,2.97099970535788000,0.46079665178784800,0.00724033125775455,0.00000006362366643,10.25968513072970000,1.13177452306163000,0.11277593536238200,0.00527459583353132,0.00006192638240888
92,6.21070826784019000,3.03934453825623000,0.43733998443916200,0.00680714764147316,0.00000006182293277,10.02141058591620000,1.10399880155883000,0.10721897316245300,0.00502432130850682,0.00006005069941972
93,6.00431598308986000,3.09431654531418000,0.41280848771641700,0.00640891657880066,0.00000006730073762,9.81793046719106000,1.06978705068029000,0.10163529144864500,0.00479524846888725,0.00006028065987265
94,5.20061716810304000,3.49849440367144000,0.40541493113132000,0.00622343700826529,0.00000006008593295,11.20383101944060000,1.12846369546928000,0.09893334726861310,0.00465917431977950,0.00005725906389623
95,5.02533860036029000,3.51843988285154000,0.38195034944627200,0.00582110208096211,0.00000006526093388,10.97721906976280000,1.08477214832630000,0.09367468748538350,0.00442682346873485,0.00005738568370505
96,5.34656100260619000,3.22468466560910000,0.34946175262544500,0.00529251756748815,0.00000006159176302,9.23118379752449000,0.97283622919383500,0.08705962209665620,0.00413011964465032,0.00005494638944497
97,5.22582350334004000,3.22818873995295000,0.32709887882385100,0.00488882575592239,0.00000005212722694,9.07135706618718000,0.93112427745663400,0.08207206020598450,0.00389029655993416,0.00005103679766366
98,4.58641247753547000,3.51869595665101000,0.31926171420120500,0.00472979647985625,0.00000005513244808,10.31861020923350000,0.95727883782923200,0.07968074314438800,0.00377193199996848,0.00005097508603760
99,4.45799480675412000,3.50867212637662000,0.30137538052831500,0.00440763746214481,0.00000004887879032,10.08906933834010000,0.91944644736162200,0.07564191777863290,0.00357026465124809,0.00004804951743958
100,4.33897576401170000,3.49185098896403000,0.28147109901628600,0.00400209271499046,0.00000005529298082,9.96330937223836000,0.87808395698297400,0.07116371157687770,0.00332152404215077,0.00004851031794604
101,4.22729470403101000,3.47249227510661000,0.26482222949689800,0.00369072877833192,0.00000006258714262,9.72400602040031000,0.84287377596021000,0.06735347439748510,0.00312364606263320,0.00004912170970176
102,4.10951702443020000,3.45799132522750000,0.24708735122238600,0.00330423920940995,0.00000005991049262,9.67735994510120000,0.80694004247081700,0.06328154369541670,0.00287544639641209,0.00004706791536976
103,4.52147421198378000,3.20212985587804000,0.22302872695645100,0.00281716453892029,0.00000004064279540,8.28309906861142000,0.73191895812539300,0.05809427730186550,0.00256168016047444,0.00004038165155290
